timestamp,Building A,Building B,Building C,Building G,Building R,Building YG
2019-03-10T19:00:00,0.426911203,0.467807766,3.924995444,0.291492491,1.227064758,6.496584363
2019-03-10T20:00:00,0.193445872,0.50694845,0.178855163,0.290960083,0.94166806,5.196555856
2019-03-10T21:00:00,0.028160758,0.490653956,0.182233384,0.293128079,0.871334871,0.047187698
2019-03-10T22:00:00,0.028797151,0.503057359,0.180486795,0.286864737,0.858906925,0.045721595
2019-03-10T23:00:00,0.035571849,0.464391952,0.185269796,0.292005089,0.886189166,0.045822237
2019-03-11T00:00:00,0.030684561,0.453748809,0.18000936,0.287399128,0.856725998,0.045344303
2019-03-11T01:00:00,0.029199945,0.463316725,0.18785116,0.290882552,0.871769229,0.04514595
2019-03-11T02:00:00,0.029607634,0.462335966,0.185222125,0.287682707,0.863914738,0.044481167
2019-03-11T03:00:00,0.031332418,0.464441287,0.187563576,0.293252884,0.877439654,0.045120764
2019-03-11T04:00:00,0.037679869,0.452261614,0.183487688,0.289063739,0.868502472,0.04410359
2019-03-11T05:00:00,0.034518877,0.459166009,0.226480571,0.289272753,0.868999855,3.320204541
2019-03-11T06:00:00,0.04960614,0.601138205,3.916039905,0.283239442,0.863403795,6.428194796
2019-03-11T07:00:00,7.909583086,4.146374205,3.964711443,5.331404808,12.57196378,6.543341091
2019-03-11T08:00:00,22.03259442,17.4687435,3.906846248,10.44178657,28.63788135,6.164743073
2019-03-11T09:00:00,24.86695489,22.6200222,5.651609101,16.97486642,28.55023308,6.509349074
2019-03-11T10:00:00,25.62115946,19.5446066,7.321174266,16.95867804,28.72861418,6.402606148
2019-03-11T11:00:00,24.63411738,24.91775934,7.4441384,16.15929971,26.92627213,6.50032694
2019-03-11T12:00:00,23.41355279,23.59713129,7.313219074,14.92585657,24.44690522,6.385049389
2019-03-11T13:00:00,22.43746529,23.89019388,8.025779451,15.36652592,28.04128686,6.48547498
2019-03-11T14:00:00,22.49101669,20.73829246,8.288571107,14.59821854,27.29711687,6.3737884
2019-03-11T15:00:00,22.17680812,19.48993767,8.413278525,14.17994662,28.48922357,6.477945315
2019-03-11T16:00:00,19.04187602,17.52823143,8.341586921,16.18756332,25.78550471,6.48134961
2019-03-11T17:00:00,19.57945914,16.04556182,8.404415765,17.10275359,22.53116912,6.473817261
2019-03-11T18:00:00,16.37679769,9.748945084,7.917264873,10.56282322,13.71603619,6.367537641
2019-03-11T19:00:00,12.51755693,2.120140135,7.900222113,2.548653485,10.41086004,6.472095233
2019-03-11T20:00:00,4.468400884,0.545760267,0.36023104,0.436924898,1.608119815,1.236908093
2019-03-11T21:00:00,2.181052925,0.418437391,0.18249469,0.444721079,0.874068204,0.006686185
2019-03-11T22:00:00,0.556794534,0.416222902,0.183309077,0.438335625,0.870030812,0.005851902
2019-03-11T23:00:00,0.039182735,0.415255183,0.183419606,0.445863194,0.875083776,0.043717448
2019-03-12T00:00:00,0.035407835,0.408738561,0.181276392,0.43699837,0.863582026,0.045518493
2019-03-12T01:00:00,0.031029381,0.416434742,0.183340454,0.446796471,0.878206051,0.045958243
2019-03-12T02:00:00,0.031345034,0.405606465,0.181813107,0.440578782,0.856722893,0.045298493
2019-03-12T03:00:00,0.028935562,0.405383408,0.181642498,0.444459155,0.854150709,0.045493583
2019-03-12T04:00:00,0.040016651,0.401220249,0.17750963,0.443975561,0.840841741,0.044913773
2019-03-12T05:00:00,0.038529609,0.410687454,0.268781351,0.447142949,0.864275428,2.906775611
2019-03-12T06:00:00,0.050392986,0.822579357,4.418912819,0.441053251,0.861322511,6.409784554
2019-03-12T07:00:00,7.1841842,4.817046706,7.421594779,2.896318834,13.05015408,6.518592775
2019-03-12T08:00:00,18.41989295,21.76669882,7.360932803,14.10163372,28.48232136,6.518714493
2019-03-12T09:00:00,22.48041378,22.19117709,7.559363109,17.00159834,28.24424086,6.528862639
2019-03-12T10:00:00,23.55963891,19.04701955,7.743503938,16.09248131,26.27689134,6.419077136
2019-03-12T11:00:00,23.22071794,20.53209805,4.430339958,16.3518507,25.71828338,6.520593192
2019-03-12T12:00:00,23.47875067,19.17942066,4.392982597,15.34222771,24.47213957,6.481099484
2019-03-12T13:00:00,22.83250615,18.26949374,6.644620544,15.88590752,26.34199989,6.296401247
2019-03-12T14:00:00,24.12650659,18.58462861,8.37788554,15.61566538,26.54188425,6.407332076
2019-03-12T15:00:00,23.88898608,19.47553609,8.450044906,15.36590089,25.36768482,6.513160813
2019-03-12T16:00:00,20.20688608,19.51128928,8.342602175,16.53233893,23.82891779,6.514513255
2019-03-12T17:00:00,20.49562802,15.63341883,8.407254416,15.99419303,20.47817533,6.504067559
2019-03-12T18:00:00,18.64071986,7.991331167,8.019597524,10.92803008,13.63347452,6.396723877
2019-03-12T19:00:00,16.52333186,4.488289986,7.904079984,0.988903257,10.29715439,6.505139377
2019-03-12T20:00:00,6.738371905,0.578645419,0.274750544,0.283041356,1.793092075,0.911500961
2019-03-12T21:00:00,0.523521353,0.436197632,0.182597168,0.341120655,0.93233171,0.047381987
2019-03-12T22:00:00,0.096820235,0.431794792,0.18484685,0.284373625,0.875633195,0.045973733
2019-03-12T23:00:00,0.092934881,0.428135741,0.181106818,0.28489157,0.860335851,0.045611081
2019-03-13T00:00:00,0.082947778,0.43005189,0.179311757,0.282562771,0.854651962,0.045111529
2019-03-13T01:00:00,0.08359117,0.431585819,0.179894449,0.28621422,0.857655394,0.045844922
2019-03-13T02:00:00,0.086598127,0.419088548,0.174549654,0.28006905,0.830628922,0.044529335
2019-03-13T03:00:00,0.084347442,0.426644712,0.18006791,0.285156224,0.84617398,0.045392875
2019-03-13T04:00:00,0.092054807,0.420645265,0.177979487,0.284245842,0.839250075,0.0452135
2019-03-13T05:00:00,0.093961095,0.421117796,0.224041748,0.284349817,0.855824673,4.005769227
2019-03-13T06:00:00,0.085313305,0.730734551,4.395788474,0.288667592,0.86667881,6.305530769
2019-03-13T07:00:00,7.327876229,4.591426608,4.436211762,2.633759432,14.39783595,6.421015765
2019-03-13T08:00:00,14.59182844,11.79712217,3.463819718,11.10017414,23.03311767,4.957227415
2019-03-13T09:00:00,17.62933149,15.44436328,3.253321586,12.08022036,21.30099658,4.745112466
2019-03-13T10:00:00,22.93765077,19.52985704,4.219550573,16.00860054,27.04138105,6.166464505
2019-03-13T11:00:00,24.33946572,23.59630714,4.784670314,16.64814151,27.51357988,6.4021051
2019-03-13T12:00:00,23.56144939,20.95622355,4.90864574,15.07232101,26.05565652,6.288324476
2019-03-13T13:00:00,23.65101687,21.715239,7.284316353,16.61109964,27.96481327,6.39354008
2019-03-13T14:00:00,24.01783023,22.6999407,8.326117471,16.69979338,27.51786823,6.372589839
2019-03-13T15:00:00,23.11535147,22.64918301,8.428278862,16.49103155,27.98252975,6.391511197
2019-03-13T16:00:00,20.70204599,18.96678785,8.303818702,17.00426963,25.63948614,6.284316137
2019-03-13T17:00:00,20.89297804,14.40337345,8.405029612,16.10639289,22.94320804,6.380146869
2019-03-13T18:00:00,19.16127222,8.390968734,8.198757455,11.62094266,22.51385804,6.276063191
2019-03-13T19:00:00,16.13864526,4.984309136,7.899709938,2.888972671,17.60213371,6.38180443
2019-03-13T20:00:00,5.522096264,1.21644987,0.76500006,0.275969066,5.549252839,0.963154882
2019-03-13T21:00:00,0.111394737,0.391205849,0.181916035,0.283862916,1.147121058,0.030446099
2019-03-13T22:00:00,0.038149254,0.375238045,0.181546158,0.278879528,0.874298394,0.046233649
2019-03-13T23:00:00,0.03886799,0.376721064,0.184649702,0.283915441,0.8475701,0.046811097
2019-03-14T00:00:00,0.039863555,0.374503487,0.18458222,0.281832785,0.85179279,0.046126547
2019-03-14T01:00:00,0.035749646,0.373979863,0.183171416,0.283062595,0.839195149,0.046473747
2019-03-14T02:00:00,0.034436786,0.369077733,0.180317634,0.278562489,0.827573642,0.046330666
2019-03-14T03:00:00,0.036746721,0.370407795,0.183401056,0.28473388,0.842505894,0.04652788
2019-03-14T04:00:00,0.058763604,0.372306387,0.184202438,0.281670753,0.836276696,0.045935165
2019-03-14T05:00:00,0.039125628,0.373005093,0.22515154,0.283156034,0.835527993,3.885549528
2019-03-14T06:00:00,0.379851611,0.672477684,4.68449308,0.283542137,1.497213759,6.401722433
2019-03-14T07:00:00,6.906684251,4.742472274,8.439047672,3.320294334,16.54099658,6.525385954
2019-03-14T08:00:00,22.18597929,21.18973166,8.26615121,9.715525724,29.38779815,6.419728128
2019-03-14T09:00:00,25.00057828,22.82531436,4.448743855,17.41055761,28.40608205,6.53156703
2019-03-14T10:00:00,24.27805419,25.08876746,4.380354495,16.72114336,28.34959365,6.414136168
2019-03-14T11:00:00,24.16657399,26.41734969,4.442895976,15.76400819,27.72254416,6.519197342
2019-03-14T12:00:00,23.55800665,23.58228409,4.655312485,14.91406628,26.32806984,6.408671578
2019-03-14T13:00:00,23.66323654,24.57356775,7.014148151,15.7573067,29.82034174,6.518406034
2019-03-14T14:00:00,23.95723132,23.52022287,8.011728661,16.14197719,26.87595226,6.516737668
2019-03-14T15:00:00,25.62840061,25.78584274,8.435141505,16.02228632,28.62696729,6.51884312
2019-03-14T16:00:00,21.38420587,23.81433086,8.35037607,14.42607665,27.14316597,6.415309555
2019-03-14T17:00:00,21.93179811,18.02615808,8.184610097,15.57523212,24.28007363,6.520251206
2019-03-14T18:00:00,19.32950186,11.94002983,7.798557942,13.57434826,16.87809214,6.414062533
2019-03-14T19:00:00,14.6778737,6.10949744,7.907657679,5.393766743,14.4215239,2.516706496
2019-03-14T20:00:00,4.647028132,0.377140287,0.644495321,0.587316793,2.721720557,0.005556806
2019-03-14T21:00:00,1.467293295,0.385706347,0.1824501,0.437965699,1.447585635,0.137013948
2019-03-14T22:00:00,0.414700357,0.370922849,0.181880333,0.468876405,0.876145669,0.045586446
2019-03-14T23:00:00,0.248387923,0.369357377,0.187191462,0.441053554,0.888784525,0.045796236
2019-03-15T00:00:00,0.017591604,0.363414258,0.188211676,0.43578433,0.883065571,0.0452909
2019-03-15T01:00:00,0.017843425,0.37300545,0.185515685,0.445158181,0.880578569,0.046284777
2019-03-15T02:00:00,0.016601628,0.36650388,0.18124453,0.438149515,0.879706581,0.045798223
2019-03-15T03:00:00,0.018738329,0.363407994,0.183028006,0.442743425,0.877112235,0.045742636
2019-03-15T04:00:00,0.0370168,0.357563742,0.181855637,0.435476693,0.869131896,0.044701026
2019-03-15T05:00:00,0.018010197,0.360858801,0.289195029,0.442280952,1.281815084,2.887633836
2019-03-15T06:00:00,0.190001953,0.678727221,4.409653741,0.432227557,1.55172239,6.412353325
2019-03-15T07:00:00,7.60715995,5.272142083,4.452540716,3.387390566,10.75426801,6.529879287
2019-03-15T08:00:00,23.59532374,21.74278634,5.889574091,7.318806159,21.3729409,6.413942935
2019-03-15T09:00:00,25.52347568,22.40296545,6.552641597,12.85254979,22.05146792,6.527631461
2019-03-15T10:00:00,25.0378734,21.48181275,4.379219055,15.07742218,26.20405564,6.524991116
2019-03-15T11:00:00,25.47007142,21.12746399,4.449558679,16.17040664,24.22771688,6.530831946
2019-03-15T12:00:00,24.16564847,19.89392994,4.385939549,14.83912524,24.93730987,6.417781793
2019-03-15T13:00:00,23.28174384,22.4907201,4.452973539,15.54615871,26.76364727,6.527832212
2019-03-15T14:00:00,23.63194321,21.3394821,6.949665803,13.98950411,26.88020907,6.502475968
2019-03-15T15:00:00,22.6323996,19.77938343,8.447433614,13.74282454,27.16635757,6.522504718
2019-03-15T16:00:00,19.20229625,18.2774472,8.355496562,15.53969815,26.46513987,6.412373076
2019-03-15T17:00:00,21.06436379,18.87229406,8.429990073,15.67517152,26.84573182,6.510466691
2019-03-15T18:00:00,16.73513147,11.87489841,4.061888931,13.22452623,17.493845,6.412078827
2019-03-15T19:00:00,9.809706982,4.835485396,3.944169969,6.634815774,12.63907997,6.518023837
2019-03-15T20:00:00,2.14443764,0.829318051,1.763755273,0.277778654,2.520863251,0.868602707
2019-03-15T21:00:00,0.111179373,0.405617978,0.890004112,0.296099226,2.278128192,0.114916129
2019-03-15T22:00:00,0.048850541,0.395291086,0.873805983,0.276207187,1.992244863,0.044736621
2019-03-15T23:00:00,0.041832508,0.402721975,0.888058136,0.282694908,0.952509522,0.04548553
2019-03-16T00:00:00,0.061966246,0.390834065,0.871778457,0.277035044,0.92729609,0.044554028
2019-03-16T01:00:00,0.135088489,0.396411174,0.886641775,0.281216767,0.932710787,0.045231954
2019-03-16T02:00:00,0.036622604,0.391074363,0.871842388,0.27974553,0.921988359,0.044382002
2019-03-16T03:00:00,0.040530936,0.392075543,0.885357379,0.284857039,0.938277506,0.045331575
2019-03-16T04:00:00,0.050629716,0.38831521,0.870714793,0.279918037,0.933100436,0.044652448
2019-03-16T05:00:00,0.038599116,0.389049513,0.930736393,0.284195075,0.934623118,0.045597393
2019-03-16T06:00:00,0.039645844,0.381145899,3.924944106,0.282958798,0.920535868,0.045283228
2019-03-16T07:00:00,0.159290015,0.387980978,4.731845219,0.282163304,0.94164652,0.045147834
